mu000,01e0caad-eaee-4810-90ae-6f45abe5c266,
ig000,dcac41a7-7816-406e-b750-283e06e77a1b,
bg000,e3dc498b-79bd-4110-a0a9-7ab6538ec6a6,
mu001,c4dc9846-df4b-4c3d-89b7-e19ae9288de1,
ig001,13bc8578-e2bf-45ba-ad10-23831e95f8de,
bg001,19a69ba1-a408-4f0c-a923-1d42e7d9eb0e,
mu999,3e83ee1c-6936-4e21-a10c-5d359749bb83,
ig002,73a5a9d6-c862-4cd0-a36f-26fe73da78de,
ig003,9e1d3817-ef60-4d8d-9beb-c0749b6b51fd,
ig004,90e6f2da-9678-4847-8435-30f238f214ab,
ig005,681c7bb1-8f73-4753-8945-f46572716bff,
th000,6a422181-03e0-4b97-b443-22ad0004e85a,
th001,ad9dfefd-a687-4cca-8e89-6245c94e52c9,
th999,fbf16d3c-1718-4b7d-af3d-68f8b8e18867,
ig006,578d6c5c-10f6-4c0e-a99b-29bab4938ade,
ev999,a02c3fb7-53bc-4380-93da-57988ed3b9d2,
mu002,aef73754-f2e7-47c4-bfb3-eb5366aa2b6d,
ig007,3ac11d24-3dbe-4800-a2ed-6bbc4e093c6d,
bg002,70ae1a4e-1c4d-4f12-a326-c3fac0e87045,
th002,9ee6fd76-4b9c-44c2-90be-a50530f0313f,
mu003,09c4fd8b-111b-4dbb-92c3-94fcfb14a311,
ig008,869bb37b-0abb-4c4f-a56a-03f7ee98ea14,
bg003,d4165292-3140-41e4-bde9-a1a530c462ab,
th003,6053e709-d3c5-4110-9b07-47876bba00cf,
ig009,b8e368c3-085c-467b-9654-90c63cb390f7,
ig010,7e3e2b96-0cf9-4920-9264-6f284019dee7,
bg999,5ba48136-a854-4299-8790-c1c371945eb0,
bg004,25cb7abb-ad50-469a-9d28-440f3ffec9e8,
ig011,7b92ac76-9750-4efe-ad92-e43844d8e9e2,
mu004,abfa94c5-a303-4c7a-bacd-bbbda7d3877e,
ig012,de774207-7a71-42cd-b54e-054b67199f7d,
bg005,2aa16e78-893a-4e34-95ef-c7d205a40ea3,
th004,6589a0cc-0b2d-46b2-a21c-49ad68deeff5,
mu005,f1ce21fc-f512-43e5-af39-001278d6e8ac,
ig013,364a9449-bb7b-47ed-b72b-4f7a5583966b,
bg006,b2212579-69b0-480e-a4ab-685bf5c2599d,
th005,9392bbee-3762-4d19-a382-1bc1e4d38dc5,
ig014,45ecd41a-976f-42cb-bbb7-9c70946f7793,
ig015,a2f8cb15-e579-41d4-958a-42cfb3db08f2,
ig016,fd991b2f-22a2-4b4b-95ec-06ae70fa4cf8,
ig020,b0d366c4-644f-403f-aa0b-87ec781c5a47,
ig030,c3a59d08-0c9b-4577-9e3c-3b828a5dbae4,
mu007,cc4d20dd-0db2-4128-b366-cc466c074edd,
mu008,873550c2-8c69-4d32-9af0-b1193a3297ff,
mu009,966b2c02-f467-4b12-811c-d5df28378b88,
mu010,93b7cf77-5f4e-4060-839c-d07ea1cb9293,
mu011,8fa1af29-61d4-4ed3-bf5d-1755cc63f597,
mu013,e62242b0-22c5-435c-a904-97fc815113b3,
mu014,f5ba080a-be40-4d99-a7b5-65ac370c6625,
mu015,492e20bb-5394-4159-938e-0c626a69fbb8,
mu016,c3db7891-26f1-4070-bd58-fb193c3d6b98,
mu017,c43be79b-90ff-4a3c-90a0-4b01f16175b8,
mu018,3cbc6540-95c5-40ba-a17b-b37044695bbd,
mu012,d4407594-5928-4606-8831-0becd9a82e79,
th007,4db1a0a5-f0a8-4909-83eb-d5a53de174fc,
ig017,52c31a94-ef44-4dbd-a26a-4aa43590c998,
ig018,2ea1ba61-352c-4ff3-8854-ae34ec6a3cb8,
ig019,f79e01a8-f325-409c-8b55-b40fd09f485b,
ig021,0abe9547-fc5d-4677-8469-7da6b0dcc46d,
ig022,b2eba0ca-08f3-412b-a4ff-df301aef59a5,
ig023,2a615618-df3c-4eb5-8f9a-cdceed2f70b2,
ig024,bac5cd51-1ae3-483e-bac0-ddd0aa79a544,
ig025,39241b3b-c3bb-4852-9bc1-b5ad4950788d,
ig026,c5e90844-2e42-4702-95c0-536f1f707b69,
ig027,243e96c0-c3bb-4cbf-8714-39e637a1fc4c,
ig028,c9663a15-3379-4c26-833e-c0cbe75f1725,
ig029,bd4f1868-530f-47ff-8ad9-331f025a30cd,
ig031,a50830c8-85cf-4b90-9f76-369c6786aa10,
ig032,7547c19d-c0e8-4fa2-bb02-a0818c908f1d,
ig033,f8163e70-a91b-4c37-8ff0-c519ac41789d,
ig034,32649798-7da7-4bef-94ae-eac2823dbdca,
ig035,f61efc53-582e-424b-9c6a-27b714414ac7,
ig036,31c83605-88f3-4190-a875-40afca619bc7,
ig037,c7c94234-e593-47cc-9440-3ae6e5700d4e,
ig038,414fed22-596a-4b82-b322-0592b6284c6c,
ig039,6832ca35-7187-4ca9-a677-c5587f3dfc37,
ig040,3e1a72fd-de2a-4de1-b9cb-c6b70e8dd865,
ig042,6b689c36-f388-48e8-93d3-2c73c71b2279,
ig043,f5d69985-5662-40e2-a184-2da3258f77ea,
ig044,8b0605fe-06de-4b2a-9c31-a229b8b5da3f,
mu019,31ad932c-990e-4967-90b6-188f2c656dbb,
bg007,28f01dfc-e73d-4701-a2d1-ac929785ea98,
bg008,ba10a865-19f1-4953-a115-3b711768f9bf,
bg009,7459ec1c-07dd-43fd-89ad-7cd5a6acf704,
bg010,d464e672-3b16-4b18-966e-55822d831023,
bg011,8a8558b8-da63-4efe-90ee-42da6aa742c4,
bg012,9aac6c96-38d4-4869-a255-bffa2a941bd7,
bg013,a7afb95b-d57d-4530-86e9-4930e2eaaff5,
bg014,17369ad5-64fb-43c6-a13b-1427187c4711,
bg015,594e5fa6-ebdf-495d-84c7-c4680d5e754b,
bg016,e1cb508a-2644-4a75-9d9f-1458e3e8cf96,
bg017,27a7bfbd-2fef-4254-86d3-60d4e279cfed,
bg018,4d8f37e0-eb2e-4286-a4eb-3fd378ad94cc,
bg019,dc582ac8-1fa8-438f-a791-d486f17c9029,
mu006,f068ffc0-87c5-4caf-b206-dc1ba5516c99,
th998,141f4a98-09bf-4a52-b42e-571fadcc53eb,
ig045,a8b3d9ff-839d-4016-9ce6-9d9bb63d1d36,
ig046,a2e9997b-64a8-4874-b0c5-17093441a2f5,
th006,2bd08a14-c84e-47d2-b0d5-e9f0c8937b98,
ig047,a210e6d6-82af-4081-aeae-196e6b3528c0,
th008,cd740e0a-d10c-47cc-a7b8-bff2d03977cb,
th009,a0b39026-4615-4087-b3de-4bced4ec926d,
th010,013cfef7-029c-448d-9740-e649b89baa28,
th011,caf1bf2d-9e04-4b12-a13b-502fe9abbd99,
th012,3689be3f-33bd-4672-b78c-5ea4d46cd15d,
th013,c8ea8eac-b71d-446e-827b-e6092892a086,
th014,64af0cbc-ba40-4794-8197-496a2109d4ec,
th015,b3d4fc6b-4aba-4c80-8bd0-5b4fce6bf57b,
th016,513f56cc-a5d9-4bd1-8209-29b2b87fac53,
th017,0803f23d-587b-443d-a9c4-0fce063be8fc,
th018,7abbeec8-9a22-4f83-9116-14274cf64479,
th019,78ef3012-f687-46a1-ad64-a8ae20f33319,
ig049,c37a2a37-e42b-4adf-85f4-86509032b42d,
ig050,1368f1bd-a407-4273-ae4b-db6bec4d2cf9,
ig051,a64f5b47-5e2e-442d-95e3-2be7c7071253,
ig052,a419e87c-6187-4a2f-bd22-e86c92153395,
