GashaMedalShopId,Name,GashaMedalId,UseGashaMedalNum,PurchaseLimit,StartDate,EndDate
15701,"≪不屈の誓い≫キリト",10002,300,-1,"2020/03/10 7:00:00","2020/03/31 2:00:00"
15702,"≪明日への誓い≫アスナ",10002,300,-1,"2020/03/10 7:00:00","2020/03/31 2:00:00"
15703,"ダークリパルサー",10002,60,-1,"2020/03/10 7:00:00","2020/03/31 2:00:00"
15801,"《恒久の愛情》ユージオ",10001,180,-1,"2020/03/03 7:00:00","2020/03/24 2:00:00"
15802,"《赤誠の求愛》キリト",10001,30,-1,"2020/03/03 7:00:00","2020/03/24 2:00:00"
15803,"《狂愛の誓い》クラディール",10001,30,-1,"2020/03/03 7:00:00","2020/03/24 2:00:00"
15901,"《空島繋ぐ架け橋》レイン",10159,150,-1,"2020/06/09 7:00:00","2020/07/21 2:00:00"
15902,"《一騎多閃》レイン",10159,30,-1,"2020/06/09 7:00:00","2020/07/21 2:00:00"
15903,"《温かな眼差し》レイン",10159,30,-1,"2020/06/09 7:00:00","2020/07/21 2:00:00"
15904,"ソード・オブ・ホグニ",10159,30,-1,"2020/06/09 7:00:00","2020/07/21 2:00:00"
16301,"《愛おしい日常》ユウキ",10163,90,-1,"2020/07/07 7:00:00","2020/07/28 2:00:00"
16302,"《早朝の誘い》アスナ",10163,15,-1,"2020/07/07 7:00:00","2020/07/28 2:00:00"
16303,"《花の女子高生》リズベット",10163,15,-1,"2020/07/07 7:00:00","2020/07/28 2:00:00"
16304,"《通学路の乙女》シリカ",10163,15,-1,"2020/07/07 7:00:00","2020/07/28 2:00:00"
16401,"《恒久の愛情》ユージオ",10001,180,-1,"2020/06/23 7:00:00","2020/07/14 2:00:00"
16402,"《赤誠の求愛》キリト",10001,30,-1,"2020/06/23 7:00:00","2020/07/14 2:00:00"
16403,"《狂愛の誓い》クラディール",10001,30,-1,"2020/06/23 7:00:00","2020/07/14 2:00:00"
16501,"≪不屈の誓い≫キリト",10002,300,-1,"2020/07/07 7:00:00","2020/07/28 2:00:00"
16502,"≪明日への誓い≫アスナ",10002,300,-1,"2020/07/07 7:00:00","2020/07/28 2:00:00"
16503,"ダークリパルサー",10002,60,-1,"2020/07/07 7:00:00","2020/07/28 2:00:00"
16601,"≪ハツコイ同盟≫リズベット",10166,150,-1,"2020/06/09 7:00:00","2020/07/14 2:00:00"
16602,"≪トキメキ同盟≫シリカ",10166,150,-1,"2020/06/09 7:00:00","2020/07/14 2:00:00"
16603,"ジャルディーノ",10166,30,-1,"2020/06/09 7:00:00","2020/07/14 2:00:00"
16604,"グリダヴォル",10166,30,-1,"2020/06/09 7:00:00","2020/07/14 2:00:00"
16801,"《創世神ステイシア》アスナ",10168,150,-1,"2020/07/14 7:00:00","2020/08/18 2:00:00"
16802,"《地神テラリア》リーファ",10168,150,-1,"2020/07/14 7:00:00","2020/08/18 2:00:00"
16803,"《太陽神ソルス》シノン",10168,150,-1,"2020/07/14 7:00:00","2020/08/18 2:00:00"
16804,"ヴァーデュラス・アニマ",10168,30,-1,"2020/07/14 7:00:00","2020/08/18 2:00:00"
16805,"ラディアント・ライト",10168,30,-1,"2020/07/14 7:00:00","2020/08/18 2:00:00"
16806,"アニヒレート・レイ",10168,30,-1,"2020/07/14 7:00:00","2020/08/18 2:00:00"
17201,"《英雄纏う剣才》ユウキ",10172,150,-1,"2020/07/21 7:00:00","2020/08/11 2:00:00"
17202,"《忘却の憧憬》ユージオ",10172,150,-1,"2020/07/21 7:00:00","2020/08/11 2:00:00"
17203,"青薔薇の剣",10172,30,-1,"2020/07/21 7:00:00","2020/08/11 2:00:00"
17204,"オブシディアナ",10172,30,-1,"2020/07/21 7:00:00","2020/08/11 2:00:00"
17301,"《揺るぎない信愛》シノン",10173,90,-1,"2020/07/21 7:00:00","2020/08/18 2:00:00"
17302,"《夢へ至る純愛》ユウキ",10173,90,-1,"2020/07/21 7:00:00","2020/08/18 2:00:00"
17303,"《運命の寵愛》キリト",10173,15,-1,"2020/07/21 7:00:00","2020/08/18 2:00:00"
17304,"《美貌の愛妻》アスナ",10173,15,-1,"2020/07/21 7:00:00","2020/08/18 2:00:00"
17305,"《豊かなる恵愛》直葉",10173,15,-1,"2020/07/21 7:00:00","2020/08/18 2:00:00"
17306,"《端麗な深愛》リズベット",10173,15,-1,"2020/07/21 7:00:00","2020/08/18 2:00:00"
17307,"《純真な情愛》シリカ",10173,15,-1,"2020/07/21 7:00:00","2020/08/18 2:00:00"
17308,"《高潔なる忠愛》アリス",10173,15,-1,"2020/07/21 7:00:00","2020/08/18 2:00:00"
17601,"≪透き通る青≫アリス",10176,150,-1,"2020/08/11 7:00:00","2020/09/15 2:00:00"
17602,"≪白砂の少女≫シリカ",10176,150,-1,"2020/08/11 7:00:00","2020/09/15 2:00:00"
17603,"≪目映い太陽≫リズベット",10176,150,-1,"2020/08/11 7:00:00","2020/09/15 2:00:00"
17604,"金木犀の剣",10176,30,-1,"2020/08/11 7:00:00","2020/09/15 2:00:00"
17605,"スクレープ",10176,30,-1,"2020/08/11 7:00:00","2020/09/15 2:00:00"
17606,"ジャイアント・タスク",10176,30,-1,"2020/08/11 7:00:00","2020/09/15 2:00:00"
17607,"ゴールド・ネックレス",10176,30,-1,"2020/08/11 7:00:00","2020/09/15 2:00:00"
17608,"ヒーローコード：ボスキラー",10176,100,-1,"2020/08/11 7:00:00","2020/09/15 2:00:00"
17609,"ヒーローコード：Mobキラー",10176,100,-1,"2020/08/11 7:00:00","2020/09/15 2:00:00"
17610,"ヒーローコード：HP最大時強化",10176,100,-1,"2020/08/11 7:00:00","2020/09/15 2:00:00"
17611,"ヒーローコード：HP低下時強化",10176,100,-1,"2020/08/11 7:00:00","2020/09/15 2:00:00"
18001,"≪現実を超えて≫キリト",10180,150,-1,"2020/09/08 7:00:00","2020/10/13 2:00:00"
18002,"≪鮮やかな閃光≫アスナ",10180,150,-1,"2020/09/08 7:00:00","2020/10/13 2:00:00"
18003,"≪剣に乗せた想い≫リーファ",10180,150,-1,"2020/09/08 7:00:00","2020/10/13 2:00:00"
18004,"エリュシデータ",10180,30,-1,"2020/09/08 7:00:00","2020/10/13 2:00:00"
18005,"アロンダイト",10180,30,-1,"2020/09/08 7:00:00","2020/10/13 2:00:00"
18006,"ムラマサ",10180,30,-1,"2020/09/08 7:00:00","2020/10/13 2:00:00"
18007,"ゴールド・ネックレス",10180,30,-1,"2020/09/08 7:00:00","2020/10/13 2:00:00"
18008,"ヒーローコード：ボスキラー",10180,100,-1,"2020/09/08 7:00:00","2020/10/13 2:00:00"
18009,"ヒーローコード：Mobキラー",10180,100,-1,"2020/09/08 7:00:00","2020/10/13 2:00:00"
18010,"ヒーローコード：HP最大時強化",10180,100,-1,"2020/09/08 7:00:00","2020/10/13 2:00:00"
18011,"ヒーローコード：HP低下時強化",10180,100,-1,"2020/09/08 7:00:00","2020/10/13 2:00:00"
18401,"《真夏の眩耀》アスナ",10184,150,-1,"2020/08/11 7:00:00","2020/09/01 2:00:00"
18402,"《魅惑の夏日》リーファ",10184,150,-1,"2020/08/11 7:00:00","2020/09/01 2:00:00"
18403,"《砂浜の女神》シノン",10184,150,-1,"2020/08/11 7:00:00","2020/09/01 2:00:00"
18404,"エリュシデータ",10184,30,-1,"2020/08/11 7:00:00","2020/09/01 2:00:00"
18405,"アロンダイト",10184,30,-1,"2020/08/11 7:00:00","2020/09/01 2:00:00"
18406,"MEBRマニアック",10184,30,-1,"2020/08/11 7:00:00","2020/09/01 2:00:00"
18407,"ゴールド・ネックレス",10184,30,-1,"2020/08/11 7:00:00","2020/09/01 2:00:00"
18408,"ヒーローコード：ボスキラー",10184,100,-1,"2020/08/11 7:00:00","2020/09/01 2:00:00"
18409,"ヒーローコード：Mobキラー",10184,100,-1,"2020/08/11 7:00:00","2020/09/01 2:00:00"
18410,"ヒーローコード：HP最大時強化",10184,100,-1,"2020/08/11 7:00:00","2020/09/01 2:00:00"
18411,"ヒーローコード：HP低下時強化",10184,100,-1,"2020/08/11 7:00:00","2020/09/01 2:00:00"
18501,"《兄想う妖精》リーファ",10185,150,-1,"2020/09/22 7:00:00","2020/10/13 2:00:00"
18502,"《向き合う勇気》シノン",10185,150,-1,"2020/09/22 7:00:00","2020/10/13 2:00:00"
18503,"ヴァルトレーニス",10185,30,-1,"2020/09/22 7:00:00","2020/10/13 2:00:00"
18504,"アネモイ",10185,30,-1,"2020/09/22 7:00:00","2020/10/13 2:00:00"
18505,"ゴールド・ネックレス",10185,30,-1,"2020/09/22 7:00:00","2020/10/13 2:00:00"
18506,"ヒーローコード：ボスキラー",10185,100,-1,"2020/09/22 7:00:00","2020/10/13 2:00:00"
18507,"ヒーローコード：Mobキラー",10185,100,-1,"2020/09/22 7:00:00","2020/10/13 2:00:00"
18508,"ヒーローコード：HP最大時強化",10185,100,-1,"2020/09/22 7:00:00","2020/10/13 2:00:00"
18509,"ヒーローコード：HP低下時強化",10185,100,-1,"2020/09/22 7:00:00","2020/10/13 2:00:00"
18601,"《納涼の令嬢》アスナ",10186,90,-1,"2020/08/18 7:00:00","2020/09/15 2:00:00"
18602,"《真夏の誘惑》シノン",10186,90,-1,"2020/08/18 7:00:00","2020/09/15 2:00:00"
18603,"《優美な夏姫》直葉",10186,15,-1,"2020/08/18 7:00:00","2020/09/15 2:00:00"
18604,"《海の漢》エギル",10186,15,-1,"2020/08/18 7:00:00","2020/09/15 2:00:00"
18605,"《南風の爛漫娘》ユウキ",10186,15,-1,"2020/08/18 7:00:00","2020/09/15 2:00:00"
18606,"《炎天の疾影》アルゴ",10186,15,-1,"2020/08/18 7:00:00","2020/09/15 2:00:00"
18607,"《清夏の羽休め》フィリア",10186,15,-1,"2020/08/18 7:00:00","2020/09/15 2:00:00"
18608,"《夏空の遊翼》ユイ＆ピナ",10186,15,-1,"2020/08/18 7:00:00","2020/09/15 2:00:00"
18901,"《盛夏の花形》セブン",10189,90,-1,"2020/08/25 7:00:00","2020/09/15 2:00:00"
18902,"《艶やか彩花》リズベット",10189,15,-1,"2020/08/25 7:00:00","2020/09/15 2:00:00"
18903,"《祭礼の彩り》シリカ",10189,15,-1,"2020/08/25 7:00:00","2020/09/15 2:00:00"
18904,"《賑わいの明光》レイン",10189,15,-1,"2020/08/25 7:00:00","2020/09/15 2:00:00"
19001,"《お姫様メイド》アリス",10190,90,-1,"2020/09/08 7:00:00","2020/09/29 2:00:00"
19002,"《お嬢様メイド》アスナ",10190,15,-1,"2020/09/08 7:00:00","2020/09/29 2:00:00"
19003,"《お世話好きメイド》直葉",10190,15,-1,"2020/09/08 7:00:00","2020/09/29 2:00:00"
19004,"《純真メイド》ユイ",10190,15,-1,"2020/09/08 7:00:00","2020/09/29 2:00:00"
19101,"《チアー・アップ！》フィリア",10191,90,-1,"2020/09/22 7:00:00","2020/10/13 2:00:00"
19102,"《チアフル・リーダー》アスナ",10191,15,-1,"2020/09/22 7:00:00","2020/10/13 2:00:00"
19103,"《チアフル・ジャンプ》リーファ",10191,15,-1,"2020/09/22 7:00:00","2020/10/13 2:00:00"
19104,"《チアフル・エール》シリカ",10191,15,-1,"2020/09/22 7:00:00","2020/10/13 2:00:00"
19201,"《晴天の高揚》ユウキ",10192,90,-1,"2020/08/04 7:00:00","2020/08/25 2:00:00"
19202,"《熱砂の輝き》リズベット",10192,90,-1,"2020/08/04 7:00:00","2020/08/25 2:00:00"
19203,"《炎夏のひと時》ストレア",10192,90,-1,"2020/08/04 7:00:00","2020/08/25 2:00:00"
19204,"《盛夏の思い出》サチ",10192,90,-1,"2020/08/04 7:00:00","2020/08/25 2:00:00"
19205,"《華夜の巧者》シノン",10192,90,-1,"2020/08/04 7:00:00","2020/08/25 2:00:00"
19206,"《はじける笑顔》シリカ",10192,15,-1,"2020/08/04 7:00:00","2020/08/25 2:00:00"
19207,"《真夏の遊戯》キリト",10192,15,-1,"2020/08/04 7:00:00","2020/08/25 2:00:00"
19208,"《納涼の誘い》フィリア",10192,15,-1,"2020/08/04 7:00:00","2020/08/25 2:00:00"
19209,"《暑熱の高鳴り》ユイ",10192,15,-1,"2020/08/04 7:00:00","2020/08/25 2:00:00"
19210,"《一夏の華》アスナ",10192,15,-1,"2020/08/04 7:00:00","2020/08/25 2:00:00"
19211,"《華輝の妖精》リーファ",10192,15,-1,"2020/08/04 7:00:00","2020/08/25 2:00:00"
19212,"《真夏の憧憬》ユウキ",10192,15,-1,"2020/08/04 7:00:00","2020/08/25 2:00:00"
19213,"《熱暑の漢達》エギル＆クライン",10192,10,-1,"2020/08/04 7:00:00","2020/08/25 2:00:00"
19214,"《水辺の戯れ》セブン＆レイン",10192,10,-1,"2020/08/04 7:00:00","2020/08/25 2:00:00"
19301,"《現を射抜く眼》シノン",10193,150,-1,"2020/10/20 7:00:00","2020/12/01 2:00:00"
19302,"《同志と共に》クライン",10193,150,-1,"2020/10/20 7:00:00","2020/12/01 2:00:00"
19303,"《仮想を駆けて》ユウキ",10193,150,-1,"2020/10/20 7:00:00","2020/12/01 2:00:00"
19304,"MEBRマニアック",10193,30,-1,"2020/10/20 7:00:00","2020/12/01 2:00:00"
19305,"ムラマサ",10193,30,-1,"2020/10/20 7:00:00","2020/12/01 2:00:00"
19306,"オブシディアナ",10193,30,-1,"2020/10/20 7:00:00","2020/12/01 2:00:00"
19307,"ゴールド・ネックレス",10193,30,-1,"2020/10/20 7:00:00","2020/12/01 2:00:00"
19308,"ヒーローコード：ボスキラー",10193,100,-1,"2020/10/20 7:00:00","2020/12/01 2:00:00"
19309,"ヒーローコード：Mobキラー",10193,100,-1,"2020/10/20 7:00:00","2020/12/01 2:00:00"
19310,"ヒーローコード：HP最大時強化",10193,100,-1,"2020/10/20 7:00:00","2020/12/01 2:00:00"
19311,"ヒーローコード：HP低下時強化",10193,100,-1,"2020/10/20 7:00:00","2020/12/01 2:00:00"
19701,"《劇甚なる金木犀》アリス",10197,150,-1,"2020/11/10 7:00:00","2020/12/01 2:00:00"
19702,"《蒼撃の竜姫》シリカ",10197,30,-1,"2020/11/10 7:00:00","2020/12/01 2:00:00"
19703,"《光速の絶技》ユウキ",10197,30,-1,"2020/11/10 7:00:00","2020/12/01 2:00:00"
19704,"《疾鼠の刻爪》アルゴ",10197,30,-1,"2020/11/10 7:00:00","2020/12/01 2:00:00"
19705,"金木犀の剣",10197,30,-1,"2020/11/10 7:00:00","2020/12/01 2:00:00"
19706,"スクレープ",10197,30,-1,"2020/11/10 7:00:00","2020/12/01 2:00:00"
19707,"オブシディアナ",10197,30,-1,"2020/11/10 7:00:00","2020/12/01 2:00:00"
19708,"ウィズィー・ガジェット",10197,30,-1,"2020/11/10 7:00:00","2020/12/01 2:00:00"
19709,"ゴールド・ネックレス",10197,30,-1,"2020/11/10 7:00:00","2020/12/01 2:00:00"
19710,"ヒーローコード：ボスキラー",10197,100,-1,"2020/11/10 7:00:00","2020/12/01 2:00:00"
19711,"ヒーローコード：Mobキラー",10197,100,-1,"2020/11/10 7:00:00","2020/12/01 2:00:00"
19712,"ヒーローコード：HP最大時強化",10197,100,-1,"2020/11/10 7:00:00","2020/12/01 2:00:00"
19713,"ヒーローコード：HP低下時強化",10197,100,-1,"2020/11/10 7:00:00","2020/12/01 2:00:00"
19801,"《倒れぬ意志》リーファ",10198,150,-1,"2020/10/06 7:00:00","2020/10/27 2:00:00"
19802,"《見据える勝利》シノン",10198,150,-1,"2020/10/06 7:00:00","2020/10/27 2:00:00"
19803,"ヴァーデュラス・アニマ",10198,30,-1,"2020/10/06 7:00:00","2020/10/27 2:00:00"
19804,"MEBRマニアック",10198,30,-1,"2020/10/06 7:00:00","2020/10/27 2:00:00"
19805,"ゴールド・ネックレス",10198,30,-1,"2020/10/06 7:00:00","2020/10/27 2:00:00"
19806,"ヒーローコード：ボスキラー",10198,100,-1,"2020/10/06 7:00:00","2020/10/27 2:00:00"
19807,"ヒーローコード：Mobキラー",10198,100,-1,"2020/10/06 7:00:00","2020/10/27 2:00:00"
19808,"ヒーローコード：HP最大時強化",10198,100,-1,"2020/10/06 7:00:00","2020/10/27 2:00:00"
19809,"ヒーローコード：HP低下時強化",10198,100,-1,"2020/10/06 7:00:00","2020/10/27 2:00:00"
19901,"《羽ばたく希望》アスナ",10199,150,-1,"2020/11/24 7:00:00","2020/12/15 2:00:00"
19902,"《輝く勇気》ユウキ",10199,150,-1,"2020/11/24 7:00:00","2020/12/15 2:00:00"
19903,"ラディアント・ライト",10199,30,-1,"2020/11/24 7:00:00","2020/12/15 2:00:00"
19904,"オブシディアナ",10199,30,-1,"2020/11/24 7:00:00","2020/12/15 2:00:00"
19905,"ゴールド・ネックレス",10199,30,-1,"2020/11/24 7:00:00","2020/12/15 2:00:00"
19906,"ヒーローコード：ボスキラー",10199,100,-1,"2020/11/24 7:00:00","2020/12/15 2:00:00"
19907,"ヒーローコード：Mobキラー",10199,100,-1,"2020/11/24 7:00:00","2020/12/15 2:00:00"
19908,"ヒーローコード：HP最大時強化",10199,100,-1,"2020/11/24 7:00:00","2020/12/15 2:00:00"
19909,"ヒーローコード：HP低下時強化",10199,100,-1,"2020/11/24 7:00:00","2020/12/15 2:00:00"
20001,"《宵闇の戦士》キリト",10200,90,-1,"2020/10/13 7:00:00","2020/11/03 2:00:00"
20002,"《愛を紡ぐ天使》アスナ",10200,90,-1,"2020/10/13 7:00:00","2020/11/03 2:00:00"
20003,"《光輝の天使》アリス",10200,15,-1,"2020/10/13 7:00:00","2020/11/03 2:00:00"
20004,"《闇の貴公子》ユージオ",10200,15,-1,"2020/10/13 7:00:00","2020/11/03 2:00:00"
20005,"《愛しき闇天使》ユイ",10200,10,-1,"2020/10/13 7:00:00","2020/11/03 2:00:00"
20101,"《キューティ・ウルフ》ユウキ",10201,90,-1,"2020/10/27 7:00:00","2020/11/17 2:00:00"
20102,"《ブラッキー・ヴァンプ》キリト",10201,15,-1,"2020/10/27 7:00:00","2020/11/17 2:00:00"
20103,"《ラグー・ウィッチ》アスナ",10201,15,-1,"2020/10/27 7:00:00","2020/11/17 2:00:00"
20104,"《ムーンナイト・ウルフ》リーファ",10201,15,-1,"2020/10/27 7:00:00","2020/11/17 2:00:00"
20201,"《輝夜の月うさぎ》アスナ",10202,90,-1,"2020/11/03 7:00:00","2020/11/24 2:00:00"
20202,"《佳宵の月うさぎ》アリス",10202,90,-1,"2020/11/03 7:00:00","2020/11/24 2:00:00"
20203,"《暁の月うさぎ》リーファ",10202,15,-1,"2020/11/03 7:00:00","2020/11/24 2:00:00"
20204,"《宵闇の月うさぎ》シノン",10202,15,-1,"2020/11/03 7:00:00","2020/11/24 2:00:00"
20205,"《黄昏の月うさぎ》ユウキ",10202,10,-1,"2020/11/03 7:00:00","2020/11/24 2:00:00"
20301,"《笑顔の奉迎》レイン",10203,90,-1,"2020/11/17 7:00:00","2020/12/08 2:00:00"
20302,"《氷静の差添》シノン",10203,15,-1,"2020/11/17 7:00:00","2020/12/08 2:00:00"
20303,"《桜袖の応援》シリカ",10203,15,-1,"2020/11/17 7:00:00","2020/12/08 2:00:00"
20304,"《奉仕の戦華》ストレア",10203,15,-1,"2020/11/17 7:00:00","2020/12/08 2:00:00"
20401,"《スウィートウィッチ》ユイ",10204,90,-1,"2020/10/06 7:00:00","2020/10/27 2:00:00"
20402,"《ドリーミィ・バニー》アスナ",10204,90,-1,"2020/10/06 7:00:00","2020/10/27 2:00:00"
20403,"《クレバーソーサレス》シノン",10204,15,-1,"2020/10/06 7:00:00","2020/10/27 2:00:00"
20404,"《マジカルスミス》リズベット",10204,15,-1,"2020/10/06 7:00:00","2020/10/27 2:00:00"
20405,"《キャットモンスター》シリカ",10204,15,-1,"2020/10/06 7:00:00","2020/10/27 2:00:00"
20406,"《ファイン・サービング》直葉",10204,15,-1,"2020/10/06 7:00:00","2020/10/27 2:00:00"
20407,"《ベット・タイム！》ユウキ",10204,15,-1,"2020/10/06 7:00:00","2020/10/27 2:00:00"
20408,"《ベスト・サービス》ストレア",10204,15,-1,"2020/10/06 7:00:00","2020/10/27 2:00:00"
20501,"《永久の約束》キリト＆アスナ＆ユイ",10205,90,-1,"2020/10/20 7:00:00","2020/11/10 2:00:00"
20502,"《在りし日の宝物》アリス",10205,90,-1,"2020/10/20 7:00:00","2020/11/10 2:00:00"
20503,"《竹馬の友》キリト＆ユージオ",10205,90,-1,"2020/10/20 7:00:00","2020/11/10 2:00:00"
20504,"《優艶な幼な妻》アスナ",10205,15,-1,"2020/10/20 7:00:00","2020/11/10 2:00:00"
20505,"《光彩の加護》ユイ",10205,15,-1,"2020/10/20 7:00:00","2020/11/10 2:00:00"
20506,"《絆の双刃》キリト＆アスナ",10205,15,-1,"2020/10/20 7:00:00","2020/11/10 2:00:00"
20507,"《在りし日の親友》ユージオ",10205,15,-1,"2020/10/20 7:00:00","2020/11/10 2:00:00"
20508,"《協同調和》アリス＆アスナ",10205,15,-1,"2020/10/20 7:00:00","2020/11/10 2:00:00"
20601,"《はにかみ露天》リズベット",10206,90,-1,"2020/11/24 7:00:00","2020/12/15 2:00:00"
20602,"《湯煙のひと時》ユイ",10206,90,-1,"2020/11/24 7:00:00","2020/12/15 2:00:00"
20603,"《食いしん坊トナカイ》シリカ",10206,90,-1,"2020/11/24 7:00:00","2020/12/15 2:00:00"
20604,"《聖夜の歌声》サチ",10206,90,-1,"2020/11/24 7:00:00","2020/12/15 2:00:00"
20605,"《温熱の誘惑》リーファ",10206,15,-1,"2020/11/24 7:00:00","2020/12/15 2:00:00"
20606,"《浴場の洗戯》ユウキ",10206,15,-1,"2020/11/24 7:00:00","2020/12/15 2:00:00"
20607,"《魅惑の綺羅星》リーファ",10206,15,-1,"2020/11/24 7:00:00","2020/12/15 2:00:00"
20608,"《雪明りの贈り物》シノン",10206,15,-1,"2020/11/24 7:00:00","2020/12/15 2:00:00"
20609,"《湯上りの一本》エギル",10206,10,-1,"2020/11/24 7:00:00","2020/12/15 2:00:00"
20610,"《雪旅の宝物》フィリア",10206,10,-1,"2020/11/24 7:00:00","2020/12/15 2:00:00"
20801,"《ジョイフルキャロル》リーファ",10208,150,-1,"2020/12/08 7:00:00","2021/01/19 2:00:00"
20802,"《ホワイトジングル》シノン",10208,150,-1,"2020/12/08 7:00:00","2021/01/19 2:00:00"
20803,"《スノープレゼント》アリス",10208,150,-1,"2020/12/08 7:00:00","2021/01/19 2:00:00"
20804,"エターナル・ツリー",10208,30,-1,"2020/12/08 7:00:00","2021/01/19 2:00:00"
20805,"スノウマン・ステッキ",10208,30,-1,"2020/12/08 7:00:00","2021/01/19 2:00:00"
20806,"ジングル・ヘッド",10208,30,-1,"2020/12/08 7:00:00","2021/01/19 2:00:00"
20807,"マジカル・リース",10208,30,-1,"2020/12/08 7:00:00","2021/01/19 2:00:00"
20808,"ヒーローコード：ボスキラー",10208,100,-1,"2020/12/08 7:00:00","2021/01/19 2:00:00"
20809,"ヒーローコード：Mobキラー",10208,100,-1,"2020/12/08 7:00:00","2021/01/19 2:00:00"
20810,"ヒーローコード：HP最大時強化",10208,100,-1,"2020/12/08 7:00:00","2021/01/19 2:00:00"
20811,"ヒーローコード：HP低下時強化",10208,100,-1,"2020/12/08 7:00:00","2021/01/19 2:00:00"
21301,"《ハッピークリスマス》アスナ",10213,150,-1,"2020/12/08 7:00:00","2021/01/08 2:00:00"
21302,"《ホーリーデコレイト》リズベット",10213,150,-1,"2020/12/08 7:00:00","2021/01/08 2:00:00"
21303,"《ギフト・トゥギャザー！ 》ユウキ",10213,150,-1,"2020/12/08 7:00:00","2021/01/08 2:00:00"
21304,"スノウマン・ステッキ",10213,30,-1,"2020/12/08 7:00:00","2021/01/08 2:00:00"
